event_date,ticker,abnormal_return,volatility_5d,label,target_rate,rate_change,inflation,unemployment,gdp_growth
2017-12-13,QQQ,0.0023997878178796395,0.0032861354349266445,1,1.125,0.0,0.02020757753132485,4.2,0.049645878998997306
2017-12-13,SPY,0.000360529511518326,0.0019402251239538867,1,1.125,0.0,0.02020757753132485,4.2,0.049645878998997306
2017-12-13,XLF,-0.011929819477327075,0.005746719060780421,0,1.125,0.0,0.02020757753132485,4.2,0.049645878998997306
2017-12-13,IWM,0.006438294933900135,0.004517200699457705,1,1.125,0.0,0.02020757753132485,4.2,0.049645878998997306
2018-03-21,IWM,0.007668274603305214,0.005754842369461163,1,1.375,0.0,0.02151318868063945,4.0,0.05438093526978416
2018-03-21,SPY,-7.516462857526385e-05,0.0062666229047407245,0,1.375,0.0,0.02151318868063945,4.0,0.05438093526978416
2018-03-21,XLF,0.00149603562437306,0.005968536519282252,1,1.375,0.0,0.02151318868063945,4.0,0.05438093526978416
2018-03-21,QQQ,-0.0025102813449661143,0.009725090360885457,0,1.375,0.0,0.02151318868063945,4.0,0.05438093526978416
2018-06-13,SPY,0.0008352390772728979,0.003310046498486398,1,1.625,0.0,0.024709963021052994,4.0,0.058762795324756034
2018-06-13,IWM,8.616661785565416e-05,0.004760428427677456,1,1.625,0.0,0.024709963021052994,4.0,0.058762795324756034
2018-06-13,QQQ,0.003969799263022766,0.005669028410430305,1,1.625,0.0,0.024709963021052994,4.0,0.058762795324756034
2018-06-13,XLF,0.00044853243151232736,0.008493336535606032,1,1.625,0.0,0.024709963021052994,4.0,0.058762795324756034
2018-09-26,IWM,-0.005850715230964254,0.00586290995556371,0,1.875,0.0,0.02854124785561929,3.8,0.05617009845579002
2018-09-26,QQQ,0.003995568658465176,0.006046329406859804,1,1.875,0.0,0.02854124785561929,3.8,0.05617009845579002
2018-09-26,SPY,0.00029672369546052124,0.00436832394916477,1,1.875,0.0,0.02854124785561929,3.8,0.05617009845579002
2018-09-26,XLF,-0.008720522089810445,0.011282467280322709,0,1.875,0.0,0.02854124785561929,3.8,0.05617009845579002
2018-12-19,IWM,-0.005430127283767905,0.01268826425443703,0,2.125,0.0,0.02492032470218053,3.8,0.043957435331920314
2018-12-19,QQQ,-0.009159273055963535,0.015996233256546137,0,2.125,0.0,0.02492032470218053,3.8,0.043957435331920314
2018-12-19,SPY,0.0004200116928938513,0.011343369600493076,1,2.125,0.0,0.02492032470218053,3.8,0.043957435331920314
2018-12-19,XLF,0.002848681604444736,0.0064930900500607455,1,2.125,0.0,0.02492032470218053,3.8,0.043957435331920314
2019-07-31,SPY,-5.4559666556652786e-05,0.004950951846655134,0,2.375,0.0,0.01826331335037068,3.7,0.044158513524623855
2019-07-31,XLF,0.005954387291644325,0.009183399326042674,1,2.375,0.0,0.01826331335037068,3.7,0.044158513524623855
2019-07-31,QQQ,-0.0029444536949387867,0.008299220730844081,0,2.375,0.0,0.01826331335037068,3.7,0.044158513524623855
2019-07-31,IWM,0.0027758206152599385,0.012630822882598114,1,2.375,0.0,0.01826331335037068,3.7,0.044158513524623855
2019-09-18,QQQ,-0.0007581486598262632,0.005914488126764653,0,2.125,0.0,0.01826331335037068,3.7,0.044158513524623855
2019-09-18,XLF,0.0031756033812728734,0.004514034178196183,1,2.125,0.0,0.01826331335037068,3.7,0.044158513524623855
2019-09-18,SPY,0.00025538818740034053,0.0039197462683344285,1,2.125,0.0,0.01826331335037068,3.7,0.044158513524623855
2019-09-18,IWM,-0.006501717744246238,0.00910516526381636,0,2.125,0.0,0.01826331335037068,3.7,0.044158513524623855
2020-03-16,XLF,-0.017252436485856393,0.10681808127460755,0,0.125,-1.0,0.02599767976845202,3.6,0.03029794046874712
2020-03-16,SPY,0.010416879449155703,0.08087005677162372,1,0.125,-1.0,0.02599767976845202,3.6,0.03029794046874712
2020-03-16,QQQ,5.253960761719689e-05,0.07811871823553326,1,0.125,-1.0,0.02599767976845202,3.6,0.03029794046874712
2020-03-16,IWM,-0.012828896560927672,0.07933493791827814,0,0.125,-1.0,0.02599767976845202,3.6,0.03029794046874712
2020-04-29,IWM,0.02259888451768699,0.012032413293754476,1,0.125,0.0,0.003130472940411133,14.8,-0.06727970704466935
2020-04-29,QQQ,0.008876903597791141,0.018314964437087165,1,0.125,0.0,0.003130472940411133,14.8,-0.06727970704466935
2020-04-29,XLF,0.002465197276963149,0.013693978325588246,1,0.125,0.0,0.003130472940411133,14.8,-0.06727970704466935
2020-04-29,SPY,-0.0004055545537167138,0.011123161493971658,0,0.125,0.0,0.003130472940411133,14.8,-0.06727970704466935
2020-06-10,QQQ,0.017314780722307188,0.009570444183767998,1,0.125,0.0,0.003130472940411133,14.8,-0.06727970704466935
2020-06-10,IWM,-0.021839812864799746,0.02248001565420083,0,0.125,0.0,0.003130472940411133,14.8,-0.06727970704466935
2020-06-10,XLF,-0.03213431916654241,0.02396368652245218,0,0.125,0.0,0.003130472940411133,14.8,-0.06727970704466935
2020-06-10,SPY,-0.00026707854440755074,0.013297854671862492,0,0.125,0.0,0.003130472940411133,14.8,-0.06727970704466935
2020-09-16,XLF,0.01595032821247966,0.01341800746064293,1,0.125,0.0,0.009968647625897997,10.2,-0.0005863562984330661
2020-09-16,SPY,0.0006502250369717633,0.01415580732325786,1,0.125,0.0,0.009968647625897997,10.2,-0.0005863562984330661
2020-09-16,QQQ,-0.011327840022364755,0.019876856523894735,0,0.125,0.0,0.009968647625897997,10.2,-0.0005863562984330661
2020-09-16,IWM,0.014072884549197417,0.016035767929922434,1,0.125,0.0,0.009968647625897997,10.2,-0.0005863562984330661
2021-03-17,IWM,0.004972987934063866,0.015057460819715037,1,0.125,0.0,0.013553199782346148,6.4,0.042731130982061716
2021-03-17,XLF,0.0038441153646993076,0.012677484901540227,1,0.125,0.0,0.013553199782346148,6.4,0.042731130982061716
2021-03-17,SPY,0.0005305656851701812,0.004473390839717023,1,0.125,0.0,0.013553199782346148,6.4,0.042731130982061716
2021-03-17,QQQ,0.0012381884135810317,0.012136614904640462,1,0.125,0.0,0.013553199782346148,6.4,0.042731130982061716
2021-06-16,SPY,-0.0001932270931632729,0.0027159220527173495,0,0.125,0.0,0.04137373453318349,6.1,0.173743282929385
2021-06-16,XLF,0.004315807963638396,0.008221322964777743,1,0.125,0.0,0.04137373453318349,6.1,0.173743282929385
2021-06-16,QQQ,0.001738016579906576,0.007011707677889275,1,0.125,0.0,0.04137373453318349,6.1,0.173743282929385
2021-06-16,IWM,0.003262845464171771,0.007248178387676992,1,0.125,0.0,0.04137373453318349,6.1,0.173743282929385
2022-03-16,XLF,0.005706206750330178,0.018493173745418364,1,0.125,0.0,0.07578082463000535,4.0,0.1132969790649696
2022-03-16,SPY,-0.00020967446014319435,0.018166897260708494,0,0.125,0.0,0.07578082463000535,4.0,0.1132969790649696
2022-03-16,IWM,0.009079921005215041,0.020715356695365356,1,0.125,0.0,0.07578082463000535,4.0,0.1132969790649696
2022-03-16,QQQ,0.014703028783653815,0.028056745544513755,1,0.125,0.0,0.07578082463000535,4.0,0.1132969790649696
2022-05-04,XLF,0.0007350935631211808,0.01937058900605947,1,0.375,0.0,0.08235161744022501,3.7,0.10396104142805984
2022-05-04,SPY,0.0005903856661384488,0.022739462101265102,1,0.375,0.0,0.08235161744022501,3.7,0.10396104142805984
2022-05-04,IWM,-0.0031765970230912544,0.018565176875462837,0,0.375,0.0,0.08235161744022501,3.7,0.10396104142805984
2022-05-04,QQQ,0.003949925061343951,0.02982265120195884,1,0.375,0.0,0.08235161744022501,3.7,0.10396104142805984
2022-06-15,SPY,-0.0003361523765565977,0.014014695141076054,0,0.875,0.0,0.08235161744022501,3.7,0.10396104142805984
2022-06-15,IWM,4.910305783800695e-05,0.015690336747707326,1,0.875,0.0,0.08235161744022501,3.7,0.10396104142805984
2022-06-15,QQQ,0.010379214870364528,0.019888949429613428,1,0.875,0.0,0.08235161744022501,3.7,0.10396104142805984
2022-06-15,XLF,-0.0034068446536621444,0.010732921189587524,0,0.875,0.0,0.08235161744022501,3.7,0.10396104142805984
2022-07-27,SPY,-0.00018979352274706152,0.009612693907286453,0,1.625,0.0,0.08447778206754553,3.5,0.09815227254977499
2022-07-27,IWM,-0.0034048749342789897,0.012123822760401111,0,1.625,0.0,0.08447778206754553,3.5,0.09815227254977499
2022-07-27,XLF,-0.010771791624437643,0.008969409930098702,0,1.625,0.0,0.08447778206754553,3.5,0.09815227254977499
2022-07-27,QQQ,0.01610373319285041,0.01696632187344481,1,1.625,0.0,0.08447778206754553,3.5,0.09815227254977499
2022-09-21,SPY,-0.00032726171400332404,0.008974712346968925,0,2.375,0.0,0.08447778206754553,3.5,0.09815227254977499
2022-09-21,QQQ,-0.0007897502276473789,0.010685612721318221,0,2.375,0.0,0.08447778206754553,3.5,0.09815227254977499
2022-09-21,XLF,-0.003634393054102958,0.010214289833258424,0,2.375,0.0,0.08447778206754553,3.5,0.09815227254977499
2022-09-21,IWM,0.0018408611634171956,0.010396705706778897,1,2.375,0.0,0.08447778206754553,3.5,0.09815227254977499
2022-11-02,QQQ,-0.009275247263379804,0.021193558566542165,0,3.125,0.0,0.07757261470809462,3.6,0.07886457426572524
2022-11-02,SPY,-9.428660778498799e-05,0.013439704382521855,0,3.125,0.0,0.07757261470809462,3.6,0.07886457426572524
2022-11-02,IWM,-0.008171516053642192,0.009506104133139256,0,3.125,0.0,0.07757261470809462,3.6,0.07886457426572524
2022-11-02,XLF,0.01238091835478805,0.011530399101986784,1,3.125,0.0,0.07757261470809462,3.6,0.07886457426572524
2022-12-14,SPY,-0.00034096660228044584,0.008659397947453424,0,3.875,0.0,0.07757261470809462,3.6,0.07886457426572524
2022-12-14,QQQ,-0.0013610905866132672,0.009336908123685993,0,3.875,0.0,0.07757261470809462,3.6,0.07886457426572524
2022-12-14,IWM,-0.0005080177473048009,0.009868261188339627,0,3.875,0.0,0.07757261470809462,3.6,0.07886457426572524
2022-12-14,XLF,-0.0064900345110945334,0.006843250510527821,0,3.875,0.0,0.07757261470809462,3.6,0.07886457426572524
2023-02-01,QQQ,0.010931146748050402,0.01597456122364555,1,4.375,0.0,0.06340296309929161,3.5,0.0778641972722196
2023-02-01,IWM,0.005267439570680432,0.013564527048829433,1,4.375,0.0,0.06340296309929161,3.5,0.0778641972722196
2023-02-01,XLF,-0.010452303944590291,0.007139644514334725,0,4.375,0.0,0.06340296309929161,3.5,0.0778641972722196
2023-02-01,SPY,0.00017548076829809744,0.010603966869814694,1,4.375,0.0,0.06340296309929161,3.5,0.0778641972722196
2023-03-22,SPY,-0.0005833145980651544,0.012734589299528719,0,4.625,0.0,0.06340296309929161,3.5,0.0778641972722196
2023-03-22,QQQ,0.0028652530061231696,0.011847901772852611,1,4.625,0.0,0.06340296309929161,3.5,0.0778641972722196
2023-03-22,IWM,-0.011897986597271815,0.020582948794713993,0,4.625,0.0,0.06340296309929161,3.5,0.0778641972722196
2023-03-22,XLF,-0.006690746302027595,0.02680739292880821,0,4.625,0.0,0.06340296309929161,3.5,0.0778641972722196
2023-05-03,IWM,0.010667672867797462,0.013775422655423527,1,4.875,0.0,0.049469474880623254,3.4,0.06452744124307475
2023-05-03,SPY,0.00013435424338414936,0.012102199553079713,1,4.875,0.0,0.049469474880623254,3.4,0.06452744124307475
2023-05-03,QQQ,0.0004545073659559806,0.013394540670226796,1,4.875,0.0,0.049469474880623254,3.4,0.06452744124307475
2023-05-03,XLF,-0.0044462177082311705,0.015841982799195766,0,4.875,0.0,0.049469474880623254,3.4,0.06452744124307475
2023-06-14,IWM,-0.011568058564820793,0.01092066910459336,0,5.125,0.0,0.049469474880623254,3.4,0.06452744124307475
2023-06-14,SPY,0.0003714426402829929,0.004927593032517094,1,5.125,0.0,0.049469474880623254,3.4,0.06452744124307475
2023-06-14,QQQ,0.00644775556387267,0.013108285758157688,1,5.125,0.0,0.049469474880623254,3.4,0.06452744124307475
2023-06-14,XLF,-0.0047184491361519365,0.0030195024289838383,0,5.125,0.0,0.049469474880623254,3.4,0.06452744124307475
2023-07-26,QQQ,-0.003171034309655818,0.011454044721034768,0,5.125,0.0,0.0328032820234625,3.5,0.06601313532832864
2023-07-26,IWM,0.008056096863639395,0.005120331833414627,1,5.125,0.0,0.0328032820234625,3.5,0.06601313532832864
2023-07-26,SPY,0.0003090984431453059,0.004324979301748405,1,5.125,0.0,0.0328032820234625,3.5,0.06601313532832864
2023-07-26,XLF,0.0060928026023701065,0.006947445894706156,1,5.125,0.0,0.0328032820234625,3.5,0.06601313532832864
2023-09-20,QQQ,-0.005015709804041646,0.009649381046292727,0,5.375,0.0,0.0328032820234625,3.5,0.06601313532832864
2023-09-20,IWM,-0.0006227953152467824,0.009674408921936007,0,5.375,0.0,0.0328032820234625,3.5,0.06601313532832864
2023-09-20,SPY,0.0002013333330219691,0.007461636739947842,1,5.375,0.0,0.0328032820234625,3.5,0.06601313532832864
2023-09-20,XLF,0.0024846104436596628,0.0053366746997999415,1,5.375,0.0,0.0328032820234625,3.5,0.06601313532832864
2023-11-01,IWM,-0.004792458833076996,0.011143349216715512,0,5.375,0.0,0.03246537507676717,3.9,0.06179216431929557
2023-11-01,XLF,-0.004016637109280019,0.013952293253338459,0,5.375,0.0,0.03246537507676717,3.9,0.06179216431929557
2023-11-01,QQQ,0.006851017718363606,0.016065912662818822,1,5.375,0.0,0.03246537507676717,3.9,0.06179216431929557
2023-11-01,SPY,0.0001586285862649195,0.011406541928183463,1,5.375,0.0,0.03246537507676717,3.9,0.06179216431929557
2023-12-13,XLF,0.0024651421223107484,0.0049257638812192734,1,5.375,0.0,0.03246537507676717,3.9,0.06179216431929557
2023-12-13,IWM,0.020199696754674257,0.004438735481412178,1,5.375,0.0,0.03246537507676717,3.9,0.06179216431929557
2023-12-13,QQQ,-0.0009333284207904136,0.00733105687680447,0,5.375,0.0,0.03246537507676717,3.9,0.06179216431929557
2023-12-13,SPY,0.00013928556176745488,0.004342367356295198,1,5.375,0.0,0.03246537507676717,3.9,0.06179216431929557
2024-01-31,IWM,-0.008323865549694665,0.011164293194616216,0,5.375,0.0,0.031079425939238847,3.7,0.0548093625012378
2024-01-31,QQQ,-0.003480234574549268,0.007298854768019918,0,5.375,0.0,0.031079425939238847,3.7,0.0548093625012378
2024-01-31,SPY,-0.00021157924026637964,0.004028517107468804,0,5.375,0.0,0.031079425939238847,3.7,0.0548093625012378
2024-01-31,XLF,0.0038731939970471085,0.004054715952785709,1,5.375,0.0,0.031079425939238847,3.7,0.0548093625012378
2024-03-20,IWM,0.010887946024863426,0.009386568699600096,1,5.375,0.0,0.031079425939238847,3.7,0.0548093625012378
2024-03-20,XLF,0.0030266060834445163,0.006322000180194318,1,5.375,0.0,0.031079425939238847,3.7,0.0548093625012378
2024-03-20,SPY,0.0003450588893951778,0.00546532802276184,1,5.375,0.0,0.031079425939238847,3.7,0.0548093625012378
2024-03-20,QQQ,0.002952463313989906,0.008420799086723246,1,5.375,0.0,0.031079425939238847,3.7,0.0548093625012378
2024-05-01,IWM,0.00552836708836435,0.01215371052011151,1,5.375,0.0,0.033540471111874304,3.9,0.05873540753914219
2024-05-01,XLF,0.0034354388154940185,0.003994574668353173,1,5.375,0.0,0.033540471111874304,3.9,0.05873540753914219
2024-05-01,QQQ,-0.003795035511024225,0.012697011084916514,0,5.375,0.0,0.033540471111874304,3.9,0.05873540753914219
2024-05-01,SPY,0.00018837464368359758,0.009458094106042878,1,5.375,0.0,0.033540471111874304,3.9,0.05873540753914219
2024-06-12,QQQ,0.004593970771171296,0.008554967843080082,1,5.375,0.0,0.033540471111874304,3.9,0.05873540753914219
2024-06-12,SPY,-0.00029055104979969215,0.005145922122193903,0,5.375,0.0,0.033540471111874304,3.9,0.05873540753914219
2024-06-12,IWM,0.006847246154833453,0.010537184512865857,1,5.375,0.0,0.033540471111874304,3.9,0.05873540753914219
2024-06-12,XLF,-0.009482939377757682,0.006338397355902775,0,5.375,0.0,0.033540471111874304,3.9,0.05873540753914219
